text,expertise,risk
"Please help, I feel confused about transitioning from school to the workforce right now.",Career,Low
"I am struggling because I don't want to wake up tomorrow, I want to die. It is so hard.",Mental Health,Critical
It is hard to admit but I hate how I look and feel completely insecure,Self-Esteem,Medium
I am struggling because I find it hard to speak up or stand up for myself. I just want things to get better.,Empowerment,Low
I feel like I am facing extreme financial crisis and debt. I feel stuck.,Financial,High
I cannot find a job or internship anywhere and I don't know what to do.,Career,Medium
Lately I have been feeling that I don't know how to study effectively for finals,Academics,Low
I feel like I feel embarrassed to ask about changes in my body during puberty. I feel stuck.,Health,Medium
I feel like I am struggling to find mentorship opportunities right now.,Future Planning,Medium
I feel like I need help building a professional resume. It is so hard.,Career,Low
I feel like I cannot afford the textbooks and materials needed for class and I don't know what to do.,Financial,Medium
"To be honest, I hate how I look and feel completely insecure and I don't know what to do.",Self-Esteem,Medium
"Lately, I keep getting poor grades despite trying my best and I don't know what to do.",Education,Medium
I feel like I cannot understand mathematics concepts and it's ruining my life.,Education,Low
Can anyone advise me? I can't seem to sleep or rest because my mind won't stop worrying. It is so hard.,Mental Health,Medium
"Please help, I feel invisible when I am in a room full of people which makes everything worse.",Self-Esteem,Low
Can anyone advise me? I feel confused about transitioning from school to the workforce. I just want things to get better.,Career,Low
"Lately, I am worried about my physical health and lack of nutrition and I have no support system here.",Health,Medium
Every day it's the same: I've been crying for days and I feel completely empty. I feel stuck.,Mental Health,High
Unemployment is making me feel like a burden. I feel stuck.,Future Planning,Medium
I am struggling because I have an untreated reproductive tract illness and nowhere to go and I don't know what to do.,Health,High
I cannot find a job or internship anywhere and it's completely draining my energy.,Future Planning,Medium
I need to vent: I feel confused about transitioning from school to the workforce. It is so hard.,Career,Low
"I need to vent: I want to end my life, everything is too heavy",Mental Health,Critical
Lately I have been feeling that I cannot control my mood swings lately and I don't know what to do.,Mental Health,Medium
"Lately, I struggle to say no when people pressure me into things. I feel stuck.",Empowerment,Low
Can anyone advise me? I am facing extreme financial crisis and debt. It is so hard.,Financial,High
"Please help, I cannot understand my university coursework which makes everything worse.",Academics,Medium
"Honestly, I don't know how to study effectively for finals right now.",Academics,Low
Every day it's the same: I cannot find a job or internship anywhere which makes everything worse.,Career,Medium
I need to vent: I am facing severe period poverty and using unsafe alternatives,Health,High
"Lately, I want to build my self-esteem but don't know how. It is so hard.",Empowerment,Low
"Honestly, I am facing extreme financial crisis and debt and it's completely draining my energy.",Financial,High
"To be honest, I am body-shamed by my peers and it destroys my confidence",Self-Esteem,Medium
I need to vent: I keep getting poor grades despite trying my best and it's ruining my life.,Education,Medium
I feel like I am failing my end of semester exams. It is so hard.,Academics,Medium
"To be honest, I lack clean water for bathing and personal hygiene. I just want things to get better.",Health,Medium
Every day it's the same: I feel stuck and hopeless about my career path and it's completely draining my energy.,Career,Medium
I am struggling because I feel nervous about presenting my group project next week which makes everything worse.,Academics,Low
"I feel like I want to become a stronger, more confident girl and it's ruining my life.",Empowerment,Low
"To be honest, There is no clean or private place to change my pads at school. I feel stuck.",Hygiene,Medium
