text,expertise,risk
Every day it's the same: I don't have the skills required to get hired anywhere and it's ruining my life.,Career & Future,Medium
"Lately, I missed a few classes and now I am falling behind. I feel stuck.",Education & Academics,Low
"Lately, Everyone else seems so confident and I feel worthless and it's ruining my life.",Self-Esteem & Empowerment,Medium
"Lately, Severe panic attacks are making it impossible to breathe. It is so hard.",Mental Health,High
"To be honest, I find it hard to concentrate during lectures. I feel stuck.",Education & Academics,Low
It is hard to admit but I cannot afford the textbooks and materials needed for class and I don't know what to do.,Financial & School Fees,Medium
"Lately, I am failing my end of semester exams",Education & Academics,Medium
I feel like We lack basic sanitation facilities in our community and I have no support system here.,Hygiene & Health,High
I feel like The pressure to pass my classes is overwhelming me,Education & Academics,Medium
"It is hard to admit but My mind is constantly racing with dark, heavy thoughts right now.",Mental Health,High
I feel like I missed my final exams because I lacked basic menstrual health supplies. I just want things to get better.,Hygiene & Health,High
Every day it's the same: I cannot find a job or internship anywhere and I don't know what to do.,Career & Future,Medium
"Please help, I am planning to harm myself tonight because I cannot take it anymore and it's completely draining my energy.",Mental Health,Critical
"Honestly, Everyone else seems so confident and I feel worthless and I don't know what to do.",Self-Esteem & Empowerment,Medium
I need to vent: I am slipping back into deep depression and feel trapped and I don't know what to do.,Mental Health,High
I feel like I am failing my end of semester exams and I don't know what to do.,Education & Academics,Medium
Every day it's the same: I don't have access to clean drinking water and I am sick and it's completely draining my energy.,Hygiene & Health,High
Lately I have been feeling that I want to learn how to network professionally within my field and it's completely draining my energy.,Career & Future,Low
I feel like I am struggling with my academic performance this term and I don't know what to do.,Education & Academics,Medium
"Please help, I am failing my end of semester exams and I don't know what to do.",Education & Academics,Medium
I feel like The pressure to pass my classes is overwhelming me right now.,Education & Academics,Medium
Every day it's the same: I am trying to figure out what my strengths are. I feel stuck.,Career & Future,Low
Can anyone advise me? I don't know how to study effectively for finals. It is so hard.,Education & Academics,Low
Every day it's the same: My family has no money for food or basic survival. It is so hard.,Financial & School Fees,High
I am struggling because We lack basic sanitation facilities in our community which makes everything worse.,Hygiene & Health,High
It is hard to admit but I cannot afford sanitary pads and miss school every month right now.,Hygiene & Health,High
Lately I have been feeling that I always seek validation from others to feel good,Self-Esteem & Empowerment,Low
Lately I have been feeling that I am constantly stressed about how to source funds for tuition fees right now.,Financial & School Fees,Medium
"I am struggling because I don't want to wake up tomorrow, I want to die right now.",Mental Health,Critical
"Honestly, I am being evicted because I cannot pay rent right now.",Financial & School Fees,High
Lately I have been feeling that I find it hard to concentrate during lectures,Education & Academics,Low
"Honestly, The pain is too much and I want to commit suicide and I don't know what to do.",Mental Health,Critical
It is hard to admit but Unemployment is making me feel like a burden. I feel stuck.,Career & Future,Medium
Every day it's the same: My parents cannot afford to sponsor my education anymore,Financial & School Fees,Medium
"Honestly, I feel nervous about presenting my group project next week. I feel stuck.",Education & Academics,Low
I missed my final exams because I lacked basic menstrual health supplies. I feel stuck.,Hygiene & Health,High
Every day it's the same: I missed my final exams because I lacked basic menstrual health supplies and I don't know what to do.,Hygiene & Health,High
I am struggling because I am struggling to find mentorship opportunities,Career & Future,Medium
Every day it's the same: I find it hard to speak up or stand up for myself and it's ruining my life.,Self-Esteem & Empowerment,Low
I feel like I am struggling to find mentorship opportunities which makes everything worse.,Career & Future,Medium
"Lately, I feel pressured to change my appearance just to fit in with others and I don't know what to do.",Self-Esteem & Empowerment,Medium
